sugar_to_flour_ratio,sugar_index,bake_temp,chill_time,calories,density,pH,grams_baking_soda,bake_time,quality,butter_type,weight,crunch_factor,aesthetic_appeal,raisins,nuts,chocolate,oats,peanut_butter
0.4,7.6,240,56.0,177.0,0.9928,8.04,0.32,11.5,8,1,14.4,1.02,3,0,0,1,0,0
0.35,5.3,300,30.0,117.0,0.992,8.11,0.42,12.2,8,1,15.4,1.59,3,0,0,1,0,0
0.23,4.2,380,42.0,119.0,0.9924,8.15,0.5,11.0,7,1,11.8,1.29,3,1,0,0,0,0
0.29,11.7,480,49.0,147.0,0.99482,8.22,0.38,10.8,7,1,12.6,1.4,3,0,0,1,0,0
0.04,2.0,870,12.0,67.0,0.99565,8.35,0.6,9.4,4,0,14.0,1.3,3,1,0,0,1,0
0.35,2.9,770,21.0,127.0,0.9976,8.23,0.62,9.4,5,0,16.4,1.87,3,1,1,0,0,0
0.02,2.3,820,24.0,94.0,0.99744,8.55,0.53,9.7,6,0,14.2,1.19,3,1,1,0,0,0
0.46,1.0,540,9.0,72.0,0.9941,7.95,0.49,9.1,8,1,17.2,1.17,3,0,0,1,0,0
0.0,2.8,950,17.0,43.0,0.99822,8.33,0.6,10.4,6,0,17.2,1.63,3,0,0,1,0,0
0.35,2.3,420,16.0,85.0,0.9906,8.19,0.56,12.4,8,1,13.6,1.89,3,0,0,1,0,0
0.28,8.5,470,52.0,242.0,0.9952,8.22,0.53,10.5,8,1,13.6,1.36,3,0,0,1,1,0
0.39,1.2,590,7.0,11.0,0.99331,8.29,0.52,11.5,6,0,14.6,1.72,3,1,0,0,0,0
0.27,1.4,490,38.0,173.0,0.99335,8.03,0.52,9.3,7,1,14.8,1.46,3,1,0,0,0,0
0.3,5.6,440,43.0,160.0,0.9949,8.6,0.41,10.6,8,1,12.8,1.22,3,0,0,1,0,0
0.32,8.1,380,9.0,34.0,0.9911,8.22,0.36,12.7,9,1,11.8,1.22,3,1,0,0,0,0
0.52,11.3,460,8.0,110.0,0.9966,8.07,0.46,9.4,7,1,13.2,1.03,3,1,0,0,0,0
0.22,1.8,740,15.0,24.0,0.99438,8.4,0.82,11.2,6,0,13.6,1.12,3,1,1,0,0,0
0.28,12.1,490,31.0,149.0,0.99677,8.22,0.49,10.3,7,1,14.8,1.88,3,1,0,0,0,0
0.43,7.0,470,18.0,87.0,0.99628,8.23,0.64,10.6,7,1,16.4,1.35,3,1,0,0,0,0
0.19,6.9,410,62.0,150.0,0.99508,8.23,0.37,10.0,8,1,15.0,1.55,3,0,1,1,0,0
0.25,1.6,460,50.0,181.0,0.9925,8.2,0.42,11.0,9,1,14.2,1.7,3,0,0,1,0,0
0.33,5.8,400,25.0,136.0,0.995,8.19,0.58,9.5,8,1,14.0,1.17,3,0,0,1,0,0
0.49,2.8,750,5.0,19.0,0.9994,8.14,0.57,11.4,5,0,25.4,1.1,3,0,1,1,1,0
0.42,5.1,420,37.0,144.0,0.99518,8.5,0.59,10.2,8,1,14.0,1.87,3,0,0,1,0,0
0.49,0.9,330,17.0,51.0,0.9932,8.3,0.7,9.4,8,1,12.4,1.1,3,0,0,1,1,0
0.07,7.0,450,36.0,147.0,0.9944,8.34,0.57,9.7,8,1,10.8,1.22,3,1,1,0,0,0
0.38,10.3,590,28.0,99.0,0.9967,8.12,0.47,10.0,8,1,15.6,1.78,3,0,0,1,0,0
0.08,4.4,710,11.0,32.0,0.99646,8.56,0.63,11.6,6,0,12.4,1.76,3,1,1,0,0,0
0.34,8.9,480,32.0,111.0,0.99455,8.25,0.54,11.0,9,1,13.4,1.42,3,0,0,1,0,0
0.3,1.5,310,21.0,57.0,0.99115,8.44,0.55,11.0,8,1,11.6,1.66,3,0,0,1,0,0
0.0,2.1,640,40.0,54.0,0.995,8.54,0.93,10.7,6,0,12.0,1.53,3,1,1,0,0,0
0.01,1.9,800,8.0,25.0,0.99746,8.69,0.73,10.5,5,0,13.2,1.81,3,0,1,1,1,0
0.25,4.5,440,31.0,109.0,0.9949,8.23,0.36,9.4,7,1,14.4,1.99,3,0,0,1,0,0
0.5,1.3,450,35.0,140.0,0.9904,8.16,0.4,12.0,8,1,15.6,1.57,3,0,0,1,1,0
0.29,12.4,440,62.0,240.0,0.9969,8.04,0.42,9.2,8,1,14.2,1.55,3,0,0,1,0,0
0.29,2.6,870,26.0,72.0,0.99645,8.39,0.68,11.0,5,0,14.8,1.9,3,1,0,0,0,0
0.46,1.5,500,56.0,189.0,0.99308,8.24,0.49,9.6,7,1,12.0,1.8,3,1,0,0,0,0
0.39,7.6,400,45.0,215.0,0.9965,8.11,0.53,9.2,8,1,15.2,1.07,3,1,0,0,0,0
0.25,2.6,810,10.0,37.0,0.99685,8.46,0.5,11.0,5,0,13.8,1.04,3,1,1,0,0,0
0.24,6.1,320,19.0,86.0,0.98934,8.04,0.26,13.4,10,1,12.4,1.66,3,1,0,0,0,0
0.31,1.8,330,45.0,142.0,0.98984,8.35,0.5,12.7,8,1,11.8,1.56,3,0,0,1,0,0
0.27,8.8,630,39.0,184.0,0.9969,8.09,0.63,9.2,8,1,15.4,1.71,3,1,0,0,0,0
0.33,1.5,390,36.0,110.0,0.99008,8.22,0.65,12.0,8,1,13.0,1.1,3,0,0,1,0,0
0.02,2.5,810,17.0,87.0,0.99745,8.48,0.6,9.7,6,0,14.2,1.63,3,0,1,1,1,0
0.3,13.7,560,33.0,168.0,0.99825,7.9,0.44,8.7,9,1,14.8,1.72,3,0,0,1,1,0
0.28,11.0,400,31.0,117.0,0.99815,8.27,0.29,9.2,8,1,15.4,1.39,3,1,0,0,0,0
0.31,3.9,270,39.0,96.0,0.99035,8.24,0.6,12.6,10,1,13.2,1.33,3,0,0,1,0,0
0.3,1.1,330,20.0,57.0,0.99109,8.02,0.51,11.0,8,1,16.6,1.78,3,0,0,1,1,0
0.4,4.2,300,29.0,118.0,0.989,8.57,0.36,12.8,10,1,7.8,1.23,3,0,0,1,0,0
0.78,12.1,410,53.0,161.0,0.99838,7.98,0.44,8.7,7,1,15.0,1.76,3,0,0,1,0,0
0.52,8.1,440,53.0,202.0,0.99548,8.18,0.48,9.5,7,1,13.2,1.91,3,0,0,1,0,0
0.21,4.0,340,12.0,88.0,0.99016,8.26,0.54,13.0,8,1,13.4,1.0,3,0,1,1,0,0
0.01,1.9,760,7.0,32.0,0.99668,8.39,0.54,9.6,5,0,15.8,1.48,3,0,1,0,1,0
0.0,1.9,840,6.0,12.0,0.99672,8.34,0.49,9.7,4,0,15.0,1.22,3,0,1,0,1,0
0.13,1.75,360,17.0,73.0,0.99,8.4,0.51,12.33333333,7,1,10.2,1.86,3,1,0,0,0,0
0.29,2.5,960,20.0,53.0,0.9962,8.42,0.65,11.0,6,0,14.2,1.31,3,1,0,0,0,0
0.27,10.7,760,47.0,154.0,0.9967,8.05,0.38,9.0,7,1,13.6,1.91,3,0,0,1,0,0
0.38,14.3,580,55.0,194.0,0.9979,8.09,0.44,9.0,8,1,14.4,1.29,3,0,0,1,0,0
0.28,1.5,510,46.0,142.0,0.9928,8.23,0.42,10.1,8,1,12.6,1.55,3,0,0,1,0,0
0.49,8.2,550,49.0,188.0,0.9974,8.52,0.58,9.7,8,1,14.8,1.33,3,1,0,0,0,0
0.35,11.6,440,57.0,220.0,0.99775,8.07,0.53,9.3,7,1,13.6,1.4,3,1,0,0,0,0
0.26,1.1,330,38.0,67.0,0.98954,8.14,0.38,11.5,8,1,12.0,1.3,3,0,0,1,0,0
0.39,1.1,430,17.0,67.0,0.9918,8.23,0.53,10.3,8,1,11.2,1.99,3,0,0,1,1,0
0.27,10.3,300,26.0,108.0,0.99388,8.2,0.36,10.7,8,1,12.4,1.29,3,0,0,1,0,0
0.29,13.9,560,33.0,95.0,0.99702,8.17,0.39,9.4,8,1,13.2,1.1,3,0,0,1,1,0
0.3,14.9,510,33.0,118.0,0.99835,8.04,0.54,9.0,8,1,13.2,1.47,3,0,0,1,0,0
0.3,13.7,560,33.0,168.0,0.99825,7.9,0.44,8.7,9,1,14.8,1.32,3,0,0,1,1,0
0.37,1.2,320,63.0,148.0,0.99185,8.32,0.44,11.2,7,1,12.0,1.74,3,0,0,1,1,0
0.06,1.4,660,27.0,128.0,0.9934,8.26,0.55,9.3,7,1,12.0,1.85,3,1,0,0,0,0
0.48,6.6,430,11.0,73.0,0.9938,7.9,0.38,11.6,7,1,18.0,1.42,3,1,0,0,0,0
0.14,3.0,870,21.0,43.0,0.9964,8.32,0.57,10.5,6,0,15.2,1.73,3,0,1,1,0,0
0.38,1.5,610,12.0,120.0,0.99192,8.18,0.46,10.4,7,1,14.4,1.17,3,0,0,1,0,0
0.1,1.6,900,4.0,11.0,0.99745,8.31,0.65,9.55,5,0,17.4,1.7,3,0,1,1,1,0
0.15,2.0,780,10.0,28.0,0.99609,8.29,0.51,9.9,6,0,14.4,1.69,3,0,1,1,0,0
0.49,2.7,940,16.0,47.0,0.9986,8.12,1.02,10.6,7,0,22.2,1.67,3,1,0,0,0,0
0.49,4.2,950,10.0,23.0,1.00315,7.92,0.74,11.1,5,0,31.0,1.59,3,0,1,1,1,0
0.29,1.2,460,29.0,92.0,0.99033,8.22,0.53,11.3,8,1,12.0,1.11,3,0,0,1,1,0
0.22,4.3,300,10.0,102.0,0.993,8.0,0.87,11.6,6,1,13.8,1.68,3,1,0,0,0,0
0.01,2.1,740,9.0,25.0,0.9958,8.33,0.56,9.5,6,0,13.6,1.0,3,1,1,0,0,0
0.28,1.0,370,24.0,88.0,0.99094,8.29,0.55,10.65,9,1,11.8,1.28,3,0,0,1,1,0
0.67,10.5,450,49.0,155.0,0.9975,8.16,0.44,8.7,7,1,14.2,1.65,3,1,0,0,0,0
0.03,1.8,950,25.0,99.0,0.995,8.35,0.54,10.1,5,0,15.0,1.25,3,0,1,1,1,0
0.3,1.4,250,17.0,76.0,0.99104,8.11,0.44,11.0,8,1,13.4,1.83,3,0,0,1,0,0
0.32,4.2,400,37.0,117.0,0.99182,8.24,0.43,11.3,8,1,12.6,1.03,3,0,0,1,1,0
0.5,11.6,420,45.0,153.0,0.9972,8.15,0.43,8.8,7,1,12.8,1.19,3,0,0,1,0,0
0.26,1.6,440,12.0,87.0,0.9923,8.08,0.46,10.5,8,1,14.0,1.03,3,0,0,1,0,0
0.66,15.9,460,26.0,164.0,0.9979,8.14,0.5,8.8,8,1,12.0,1.36,3,1,0,0,0,0
0.49,2.4,750,10.0,28.0,0.9978,8.14,0.61,10.4,5,0,20.4,1.32,3,0,0,1,0,0
0.23,6.2,470,36.0,117.0,0.9945,8.34,0.43,9.6,8,1,13.4,1.54,3,0,0,1,1,0
0.43,2.8,760,22.0,54.0,0.99572,8.42,1.16,10.6,6,0,13.4,1.44,3,0,1,1,0,0
0.62,11.8,440,52.0,152.0,0.9975,8.12,0.46,8.7,8,1,14.2,1.43,3,0,1,1,0,0
0.28,8.3,340,29.0,81.0,0.99151,7.96,0.39,12.5,8,1,13.4,1.23,3,1,0,0,0,0
0.23,2.6,910,18.0,77.0,0.99922,8.15,0.51,9.4,5,0,18.4,1.68,3,0,1,1,0,0
0.48,2.6,770,8.0,20.0,0.99852,8.09,0.53,11.0,5,0,23.0,1.53,3,0,1,1,0,0
0.49,1.5,340,20.0,126.0,0.9918,7.98,0.39,10.6,8,1,14.8,1.39,3,0,0,1,0,0
0.39,12.1,400,61.0,248.0,0.99794,8.31,0.58,9.7,7,1,13.4,1.88,3,0,1,1,0,0
0.02,0.9,350,6.0,81.0,0.99234,8.24,0.35,9.5,6,1,12.4,1.06,3,1,1,0,0,0
0.4,1.5,440,48.0,143.0,0.9912,8.54,0.52,12.4,9,1,13.2,1.7,3,0,0,1,1,0
0.24,1.8,470,29.0,91.0,0.99251,8.3,0.43,9.9,8,1,14.0,1.65,3,0,0,1,0,0
0.34,2.0,420,63.0,123.0,0.99052,8.44,0.42,11.4,8,1,12.0,1.81,3,0,0,1,0,0
0.5,8.7,360,41.0,191.0,0.99294,7.96,0.56,11.0,8,1,13.2,1.73,3,0,0,1,0,0
0.5,5.8,380,42.0,111.0,0.99189,8.18,0.53,11.9,9,1,12.8,2.0,3,1,0,0,0,0
0.24,13.1,500,52.0,204.0,0.998,8.1,0.49,8.8,7,1,14.2,1.11,3,1,0,0,0,0
0.3,9.9,410,64.0,174.0,0.995,8.07,0.5,10.1,8,1,13.2,1.26,3,0,0,1,0,0
0.5,10.4,430,61.0,132.0,0.99542,7.86,0.46,9.1,8,1,12.6,1.55,3,0,0,1,0,0
0.42,9.7,440,30.0,140.0,0.9962,8.18,0.47,9.1,8,1,12.8,1.94,3,0,0,1,0,0
0.27,2.0,950,5.0,77.0,0.99747,8.13,0.62,9.1,6,0,16.4,1.26,3,0,1,1,1,0
0.34,5.0,400,18.0,56.0,0.99084,8.06,0.48,12.4,8,1,15.2,1.03,3,0,0,1,0,0
0.35,5.4,540,53.0,143.0,0.99287,8.1,0.54,11.0,9,1,13.6,1.53,3,0,0,1,1,0
0.36,2.0,290,21.0,63.0,0.99076,8.13,0.63,12.5,8,1,14.4,1.41,3,0,0,1,0,0
0.32,1.4,210,22.0,121.0,0.9889,8.15,0.53,12.7,9,1,13.4,1.03,3,0,1,1,0,0
0.28,6.1,290,12.0,93.0,0.99054,8.19,0.27,12.8,9,1,13.2,1.34,3,1,0,0,0,0
0.38,11.8,550,51.0,170.0,1.0004,8.34,0.82,8.9,8,1,16.8,1.87,3,0,0,1,0,0
0.27,8.6,560,26.0,111.0,0.9956,7.95,0.52,9.5,7,1,14.2,1.24,3,0,0,1,0,0
0.34,2.7,660,15.0,58.0,0.9947,8.37,0.78,11.8,6,0,15.4,1.69,3,0,0,1,1,0
0.49,1.2,510,11.0,137.0,0.9918,8.06,0.46,11.0,8,1,16.6,1.16,3,0,0,1,1,0
0.33,2.5,780,6.0,23.0,0.9957,8.3,0.58,11.2,5,0,15.2,1.86,3,0,1,1,0,0
0.3,1.9,650,8.0,17.0,0.99774,8.32,0.71,10.5,6,0,18.2,1.84,3,1,1,0,0,0
0.22,12.7,580,42.0,206.0,0.9946,8.32,0.38,12.3,8,1,11.6,1.07,3,0,0,1,0,0
0.11,1.9,900,16.0,63.0,0.9965,8.19,0.82,9.6,5,0,16.8,1.9,3,0,1,0,1,0
0.44,1.2,510,39.0,122.0,0.99058,8.11,0.75,11.3,9,1,12.8,1.8,3,0,0,1,1,0
0.23,2.9,390,10.0,108.0,0.99243,8.28,0.5,10.0,7,1,11.0,1.75,3,0,0,1,1,0
0.18,1.4,470,30.0,90.0,0.99164,8.27,0.54,11.2,8,1,13.6,1.94,3,0,0,1,1,0
0.28,12.6,390,19.0,124.0,0.99539,8.2,0.43,10.6,8,1,12.8,1.34,3,1,0,0,0,0
0.27,4.7,300,56.0,140.0,0.99042,8.16,0.42,12.5,10,1,12.2,1.39,3,0,0,1,0,0
0.48,7.4,530,34.0,149.0,0.99472,8.18,0.53,9.8,7,1,12.6,1.28,3,1,0,0,0,0
0.42,14.3,450,45.0,213.0,0.9991,8.18,0.63,9.2,7,1,15.4,1.93,3,1,0,0,0,0
0.26,7.4,690,28.0,160.0,0.9954,8.13,0.46,9.8,8,1,14.0,1.53,3,1,0,0,0,0
0.25,1.9,740,21.0,49.0,0.9974,8.57,0.62,9.8,6,0,12.8,1.1,3,1,0,0,0,0
0.24,4.8,420,24.0,72.0,0.9908,8.29,0.37,12.6,8,1,11.2,1.21,3,0,1,1,0,0
0.44,2.5,680,17.0,31.0,0.99328,8.35,0.54,12.4,6,0,14.2,2.0,3,0,0,1,1,0
0.51,11.8,440,62.0,163.0,0.9976,8.19,0.44,8.8,7,1,13.6,1.11,3,1,0,0,0,0
0.01,2.0,740,13.0,38.0,0.99748,8.48,0.65,9.8,5,0,14.8,1.79,3,0,1,1,1,0
0.56,9.7,550,15.0,170.0,0.99605,8.13,0.65,9.9,8,1,15.0,1.68,3,1,0,0,0,0
0.54,7.0,460,58.0,176.0,0.99454,8.19,0.7,10.4,7,1,12.4,1.34,3,0,0,1,0,0
0.21,1.9,790,8.0,62.0,0.997,8.52,0.58,9.3,6,0,13.4,1.67,3,0,1,1,1,0
0.41,7.8,460,52.0,171.0,0.99537,8.12,0.51,9.6,7,1,13.8,1.81,3,0,0,1,0,0
0.26,2.0,190,23.5,72.0,0.99041,8.16,0.47,11.8,8,1,13.6,1.46,3,0,0,1,0,0
0.29,2.1,750,19.0,66.0,0.99718,8.4,0.64,9.5,5,0,15.2,1.92,3,0,1,1,0,0
0.24,2.4,440,29.0,157.0,0.99312,8.27,0.56,10.6,8,1,15.4,1.95,3,0,0,1,0,0
0.49,1.2,630,35.0,92.0,0.9911,8.38,0.42,12.2,8,1,12.6,1.25,3,0,0,1,0,0
0.41,6.2,780,25.0,42.0,0.9953,8.24,0.77,12.6,7,0,17.4,1.86,3,0,1,1,0,0
0.28,2.7,340,23.0,111.0,0.99405,8.35,0.64,10.2,6,1,14.2,1.25,3,0,0,1,0,0
0.35,5.5,430,21.0,114.0,0.9938,8.3,0.53,10.7,9,1,13.6,1.25,3,0,0,1,0,0
0.32,5.8,410,20.0,119.0,0.99296,8.17,0.55,11.2,8,1,13.8,1.2,3,0,0,1,0,0
0.26,1.9,890,23.0,147.0,0.99636,8.26,0.59,9.7,5,0,15.4,1.84,3,1,1,0,0,0
0.15,2.0,290,27.0,87.0,0.9903,8.3,0.59,12.6,9,1,14.4,1.34,3,1,0,0,0,0
0.17,12.9,330,59.0,186.0,0.99754,8.08,0.49,9.4,7,1,13.8,1.13,3,0,1,1,0,0
0.7,2.2,980,25.0,129.0,0.9972,8.08,0.53,9.0,5,0,16.2,1.8,3,0,1,1,1,0
0.34,4.7,420,19.0,127.0,0.9953,8.25,0.42,10.4,7,1,14.8,1.5,3,0,1,1,0,0
0.28,3.2,870,18.0,72.0,1.0001,8.31,0.53,9.7,5,0,18.8,1.67,3,0,1,1,1,0
0.42,1.8,310,30.0,93.0,0.9917,8.09,0.39,11.4,7,1,16.4,1.69,3,0,0,1,0,0
0.26,1.2,440,23.0,103.0,0.9932,8.19,0.54,10.5,8,1,15.8,1.2,3,1,0,0,0,0
0.31,13.1,500,26.0,180.0,0.99884,8.05,0.53,9.1,8,1,15.0,1.11,3,0,0,1,0,0
0.15,1.9,500,20.0,93.0,0.9934,8.38,0.62,9.9,7,1,11.4,1.36,3,1,0,0,0,0
0.09,2.5,910,20.0,49.0,0.9976,8.34,0.86,10.6,7,0,17.4,1.04,3,1,1,0,0,0
0.32,1.6,300,33.0,122.0,0.99044,8.33,0.52,11.9,8,1,11.4,1.92,3,0,0,1,0,0
0.49,2.6,840,21.0,75.0,0.9987,8.35,0.57,9.7,5,0,18.0,1.08,3,0,1,1,0,0
0.24,11.2,310,41.0,167.0,0.9948,8.12,0.43,11.3,9,1,15.4,1.82,3,0,1,1,0,0
0.49,3.2,270,28.0,87.0,0.9919,8.03,0.32,11.3,9,1,15.6,1.02,3,0,0,1,0,0
0.33,12.8,410,60.0,168.0,0.99659,8.1,0.56,9.8,7,1,13.6,1.26,3,1,0,0,0,0
0.48,12.8,370,61.5,182.0,0.99808,8.02,0.34,8.8,7,1,14.8,1.37,3,0,0,1,0,0
0.21,1.0,530,39.0,148.0,0.9927,8.12,0.45,9.4,8,1,13.8,1.93,3,1,0,0,0,0
0.24,6.0,440,11.0,77.0,0.9956,8.21,0.56,9.7,7,1,14.2,1.08,3,0,1,1,0,0
0.18,1.9,800,13.0,35.0,0.9972,8.3,0.59,9.0,6,0,16.2,1.53,3,1,1,0,0,0
0.3,9.3,500,35.0,154.0,0.99581,8.21,0.5,10.4,8,1,14.6,1.27,3,0,0,1,0,0
0.41,2.2,500,24.0,108.0,0.994,7.85,0.45,9.5,7,1,16.6,1.02,3,0,0,1,0,0
0.4,5.7,520,56.0,152.0,0.99398,8.16,0.88,10.5,8,1,12.0,1.55,3,0,0,1,0,0
0.16,1.4,420,44.0,99.0,0.98912,8.23,0.37,12.2,8,1,11.6,1.31,3,0,0,1,0,0
0.29,1.2,450,69.0,152.0,0.99178,8.76,0.63,11.0,9,1,10.8,1.39,3,0,0,1,0,0
0.17,2.3,720,11.0,73.0,0.9963,8.2,0.45,9.3,5,0,16.4,1.75,3,0,1,1,1,0
0.38,2.3,600,19.0,72.0,0.99543,8.39,0.72,11.8,6,0,17.6,1.41,3,1,0,0,0,0
0.33,14.6,430,47.0,168.0,0.9994,8.34,0.67,8.8,8,1,14.0,1.87,3,0,0,1,0,0
0.28,10.4,490,57.0,205.0,0.99748,8.24,0.45,9.3,7,1,15.2,1.4,3,0,1,1,0,0
0.27,15.5,500,25.0,135.0,0.9984,7.9,0.43,8.7,9,1,14.8,1.71,3,0,0,1,1,0
0.74,1.6,350,21.0,126.0,0.9933,8.26,0.45,10.2,8,1,15.0,1.58,3,0,0,1,1,0
0.66,10.8,510,77.0,194.0,0.9976,8.05,0.46,8.7,7,1,14.8,1.06,3,0,1,1,0,0
0.24,9.8,540,59.0,140.0,0.99545,8.17,0.39,10.2,8,1,11.2,1.83,3,0,0,1,0,0
0.28,1.8,410,43.0,188.0,0.9928,8.13,0.37,9.6,8,1,13.0,1.16,3,1,0,0,0,0
0.34,1.9,360,4.0,117.0,0.99032,8.4,0.44,12.2,7,1,12.4,1.05,3,0,0,1,0,0
0.46,10.2,550,58.0,135.0,0.9968,8.14,0.43,9.9,8,1,15.2,1.49,3,0,0,1,1,0
0.53,1.7,400,41.0,192.0,0.9922,8.26,0.59,10.4,9,1,13.0,1.94,3,0,0,1,0,0
0.35,1.6,470,43.0,154.0,0.9934,8.36,0.69,11.1,8,1,15.2,1.44,3,0,0,1,1,0
0.36,1.8,290,93.0,161.0,0.98999,8.65,0.89,12.0,9,1,8.4,1.34,3,0,0,1,1,0
0.49,13.6,420,58.0,166.0,0.99855,8.1,0.54,9.4,7,1,16.4,1.86,3,1,0,0,0,0
0.44,15.8,570,39.0,167.0,0.99804,8.14,0.51,9.2,7,1,12.4,1.16,3,0,0,1,0,0
0.34,1.3,560,34.0,176.0,0.99434,8.1,0.51,9.5,7,1,15.2,1.62,3,0,0,1,0,0
0.21,6.0,500,26.0,134.0,0.9939,8.08,0.54,9.8,8,1,12.0,1.06,3,0,0,1,1,0
0.28,12.2,490,54.0,133.0,0.9952,8.19,0.37,10.7,8,1,12.4,1.06,3,0,0,1,0,0
0.12,4.5,500,23.0,86.0,0.99398,7.86,0.35,9.0,7,1,14.0,1.28,3,0,1,1,0,0
0.55,2.1,620,5.0,14.0,0.9971,8.26,0.79,10.6,5,0,19.8,1.12,3,1,0,0,0,0
0.31,2.1,690,13.0,74.0,0.9958,8.26,0.54,9.9,6,0,15.2,1.13,3,0,1,1,0,0
0.33,1.2,510,29.0,122.0,0.99048,8.37,0.66,11.3,8,1,10.8,1.92,3,0,0,1,0,0
0.13,2.4,560,14.0,28.0,0.99362,8.62,0.67,12.4,6,0,11.8,1.49,3,1,0,0,0,0
0.26,2.5,970,7.0,31.0,0.9976,8.27,0.6,9.3,6,0,17.4,1.13,3,1,1,0,0,0
0.44,1.4,450,21.0,98.0,0.9924,8.15,0.46,10.0,9,1,14.6,1.76,3,0,0,1,0,0
0.33,1.0,430,46.0,110.0,0.99118,8.04,0.65,10.8,8,1,14.0,1.49,3,0,0,1,0,0
0.35,1.8,420,26.0,105.0,0.98962,8.19,0.75,12.4,9,1,13.2,1.83,3,0,0,1,1,0
0.28,12.0,560,68.0,143.0,0.9983,7.99,0.3,9.2,8,1,15.2,1.16,3,0,0,1,0,0
0.28,4.4,320,19.0,78.0,0.99036,8.11,0.62,12.9,8,1,13.2,1.46,3,0,1,1,1,0
0.22,4.8,520,49.0,142.0,0.9946,8.14,0.62,9.2,7,1,13.0,1.41,3,0,1,1,0,0
0.32,16.2,440,31.0,170.0,0.99644,8.17,0.37,11.2,7,1,14.2,1.16,3,0,0,1,0,0
0.34,12.85,480,30.0,161.0,0.9986,8.44,0.47,9.5,8,1,13.4,1.6,3,0,0,1,0,0
0.26,3.3,380,40.0,153.0,0.9911,8.34,0.55,11.3,8,1,11.6,1.26,3,1,0,0,0,0
0.28,7.2,600,41.0,132.0,0.9935,8.08,0.59,11.3,8,1,14.4,1.78,3,0,0,1,0,0
0.28,7.5,400,70.0,230.0,0.99558,8.14,0.55,9.8,8,1,16.2,1.86,3,1,0,0,0,0
0.54,12.9,490,62.0,162.5,0.9984,8.06,0.45,9.1,8,1,14.6,1.36,3,0,0,1,0,0
0.13,2.3,760,29.0,40.0,0.99574,8.42,0.75,11.0,6,0,12.6,1.19,3,1,1,0,0,0
0.17,1.8,820,27.0,51.0,0.99634,8.49,0.64,10.4,5,0,14.2,1.98,3,0,1,1,0,0
0.31,6.7,380,29.0,132.0,0.9945,8.1,0.32,10.6,9,1,16.8,1.08,3,0,0,1,1,0
0.42,8.2,440,60.0,196.0,0.99562,8.14,0.48,9.4,7,1,13.2,1.76,3,0,0,1,0,0
0.33,1.8,340,48.0,136.0,0.9899,8.25,0.41,12.6,9,1,13.8,1.1,3,0,0,1,0,0
0.1,2.1,480,4.0,11.0,0.99448,8.44,0.76,10.8,6,0,12.4,1.25,3,1,1,0,0,0
0.47,5.45,140,44.0,137.0,0.98984,8.13,0.32,13.0,10,1,13.0,1.69,3,0,1,1,0,0
0.22,7.9,530,45.0,149.0,0.99545,8.23,0.52,9.3,7,1,12.4,1.77,3,0,0,1,0,0
0.32,1.1,360,74.0,184.0,0.99096,8.22,0.41,11.0,8,1,12.4,1.32,3,0,0,1,1,0
0.38,3.2,310,20.0,89.0,0.98956,8.06,0.33,12.0,9,1,12.4,1.23,3,1,0,0,0,0
0.35,1.3,430,21.0,182.0,0.9927,8.25,0.62,10.8,8,1,13.8,1.84,3,0,0,1,1,0
0.39,7.6,400,45.0,215.0,0.9965,8.11,0.53,9.2,8,1,15.2,1.5,3,1,0,0,0,0
0.15,2.1,760,22.0,53.0,0.9957,8.32,0.62,9.3,5,0,13.2,1.61,3,0,1,1,0,0
0.32,15.6,540,62.0,227.0,0.99734,8.25,0.56,10.4,7,1,13.2,1.21,3,1,0,0,0,0
0.3,1.1,330,20.0,57.0,0.99109,8.02,0.51,11.0,8,1,16.6,1.28,3,0,0,1,1,0
0.4,1.3,380,22.0,101.0,0.9901,8.03,0.39,11.4,8,1,13.8,1.4,3,0,0,1,0,0
0.31,2.8,930,19.0,98.0,0.99815,8.32,0.63,9.5,6,0,18.0,1.93,3,0,1,1,0,0
0.49,1.1,380,28.0,99.0,0.9928,8.2,0.72,10.6,8,1,14.6,1.4,3,0,0,1,1,0
0.48,12.6,520,57.0,222.0,0.9979,8.17,0.52,9.3,8,1,12.6,1.99,3,0,1,1,1,0
0.29,9.9,370,40.0,146.0,0.99326,8.11,0.37,11.5,8,1,13.6,1.26,3,1,0,0,0,0
0.4,14.0,500,64.0,227.0,0.9979,8.18,0.58,9.6,8,1,13.8,1.15,3,0,0,1,0,0
0.35,1.5,370,37.0,107.0,0.99006,8.18,0.68,12.0,9,1,13.2,1.92,3,0,0,1,1,0
0.33,1.1,420,14.0,64.0,0.99012,8.1,0.37,11.8,9,1,14.6,1.26,3,0,0,1,1,0
0.36,1.6,280,7.0,46.0,0.99175,8.21,0.6,10.9,8,1,13.6,1.39,3,0,0,1,0,0
0.32,8.5,440,36.0,152.0,0.9932,8.38,0.35,12.0,9,1,13.8,1.75,3,1,0,0,0,0
0.0,1.9,1000,6.0,12.0,0.99521,8.36,0.59,11.0,5,0,15.2,1.94,3,0,1,0,1,0
0.22,7.9,530,45.0,149.0,0.99545,8.23,0.52,9.3,7,1,12.4,1.28,3,0,0,1,0,0
0.38,14.8,540,32.0,126.0,1.0002,8.22,0.5,9.7,7,1,16.6,1.91,3,0,0,1,0,0
